timestamp,ip_address,user,method,endpoint,status_code,response_bytes,requests_per_minute,user_agent,is_anomaly
2025-03-01T15:52:37,192.168.1.151,user_8,GET,/api/orders,200,3744,13,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T07:59:08,192.168.1.32,user_20,GET,/api/search,200,1023,7,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T17:59:51,192.168.1.90,user_35,POST,/api/products,200,4479,8,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T13:31:44,192.168.1.9,user_7,GET,/api/search,200,2549,3,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T21:03:58,192.168.1.115,user_4,GET,/api/users,301,2706,5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T11:26:02,192.168.1.76,user_49,GET,/api/orders,304,3680,13,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T10:18:03,192.168.1.121,user_46,GET,/api/users,201,4894,11,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T13:58:56,192.168.1.42,user_26,POST,/dashboard,301,4396,11,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T22:51:12,192.168.1.36,user_27,GET,/dashboard,201,3190,1,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T13:18:19,192.168.1.205,user_6,POST,/login,304,1595,12,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T21:00:43,192.168.1.72,user_14,GET,/api/users,201,271,10,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T22:27:13,192.168.1.238,user_3,GET,/api/products,304,4008,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T20:35:22,192.168.1.1,user_36,GET,/login,200,4768,7,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T11:27:09,192.168.1.92,user_30,GET,/login,200,3821,2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T14:22:33,192.168.1.7,user_33,GET,/api/search,304,4003,2,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T20:45:19,192.168.1.206,user_22,POST,/api/users,200,2000,2,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T16:15:24,192.168.1.100,user_49,POST,/api/users,200,4101,7,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T07:33:38,192.168.1.169,user_26,GET,/api/search,304,2535,8,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T15:15:49,192.168.1.222,user_1,GET,/home,200,3591,10,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T03:09:45,10.0.53.47,user_5,POST,/admin/config,502,154733,350,curl/7.88.1,1
2025-03-01T04:47:29,10.0.50.181,user_4,PATCH,/api/../etc/passwd,403,2,249,sqlmap/1.7,1
2025-03-01T11:20:52,192.168.1.161,user_9,GET,/api/users,200,983,14,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T21:33:33,192.168.1.123,user_32,GET,/api/orders,304,2079,12,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T08:45:12,192.168.1.215,user_41,GET,/home,304,1120,8,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T10:48:06,192.168.1.192,user_46,GET,/api/users,200,4660,10,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T20:07:48,192.168.1.40,user_37,GET,/api/orders,200,4014,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T11:42:46,192.168.1.48,user_2,POST,/dashboard,200,3383,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T19:52:10,192.168.1.65,user_6,GET,/home,200,1506,13,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T16:02:36,192.168.1.83,user_38,POST,/login,201,3223,8,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T12:14:38,192.168.1.253,user_11,GET,/api/orders,301,228,11,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T18:52:49,192.168.1.201,user_6,GET,/login,301,606,11,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T10:23:23,192.168.1.63,user_35,POST,/home,201,3185,9,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T16:08:53,192.168.1.113,user_33,GET,/api/products,200,2874,5,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T21:02:33,192.168.1.60,user_24,GET,/api/orders,301,4581,6,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T02:05:01,10.0.3.154,user_6,DELETE,/api/debug,502,3,452,sqlmap/1.7,1
2025-03-01T19:31:01,192.168.1.250,user_38,POST,/home,200,3519,14,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T21:25:07,192.168.1.137,user_20,GET,/dashboard,301,2802,2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T08:39:52,192.168.1.135,user_49,GET,/home,304,1386,5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T13:07:49,192.168.1.46,user_41,GET,/api/search,301,4582,7,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T09:59:02,192.168.1.30,user_15,GET,/dashboard,201,4010,9,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T08:31:37,192.168.1.53,user_33,POST,/api/orders,200,1104,3,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T11:35:27,192.168.1.20,user_8,GET,/login,200,4219,6,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T08:21:52,192.168.1.24,user_20,GET,/api/users,200,2980,13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T22:10:55,192.168.1.113,user_41,GET,/api/products,200,1104,13,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T14:10:57,192.168.1.198,user_48,GET,/api/orders,201,3914,14,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T20:15:37,192.168.1.107,user_36,GET,/api/products,200,1985,5,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T10:54:08,192.168.1.178,user_22,GET,/api/products,200,2696,14,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T11:28:31,192.168.1.171,user_8,GET,/dashboard,200,3060,13,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T07:44:32,192.168.1.147,user_42,POST,/dashboard,304,571,1,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T00:06:45,10.0.16.74,user_1,PATCH,/admin/users/delete,500,362188,333,nikto/2.5.0,1
2025-03-01T02:45:33,10.0.212.27,user_9,DELETE,/api/v1/internal/keys,404,489948,335,python-requests/2.31.0,1
2025-03-01T16:33:10,192.168.1.29,user_15,GET,/api/orders,200,2109,3,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T12:02:20,192.168.1.130,user_47,POST,/api/search,304,3073,3,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T14:41:26,192.168.1.253,user_39,POST,/login,201,1761,5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T05:16:33,10.0.236.170,user_8,POST,/api/v1/internal/keys,502,16,411,curl/7.88.1,1
2025-03-01T15:48:16,192.168.1.153,user_21,GET,/dashboard,201,1288,10,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T16:56:05,192.168.1.157,user_33,GET,/login,201,4487,2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T16:05:29,192.168.1.145,user_5,POST,/dashboard,200,3529,7,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T22:57:14,192.168.1.90,user_45,GET,/home,301,1432,13,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T14:42:58,192.168.1.217,user_11,GET,/login,200,3107,12,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T12:21:40,192.168.1.70,user_27,POST,/login,304,2963,7,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T17:05:40,192.168.1.58,user_8,GET,/login,200,2477,2,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T13:38:56,192.168.1.137,user_38,POST,/api/users,304,1849,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T13:38:34,192.168.1.218,user_46,GET,/api/users,200,601,7,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T11:12:11,192.168.1.144,user_4,GET,/api/products,200,4579,11,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T14:59:37,192.168.1.96,user_11,GET,/api/products,304,4250,11,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T18:22:05,192.168.1.137,user_31,GET,/home,200,863,14,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T12:07:19,192.168.1.209,user_49,GET,/api/users,201,4464,4,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T07:31:30,192.168.1.197,user_9,GET,/api/users,200,1313,8,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T20:05:27,192.168.1.101,user_13,GET,/api/users,301,1646,10,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T17:21:55,192.168.1.147,user_36,GET,/api/products,200,1587,14,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T16:19:23,192.168.1.103,user_5,GET,/home,200,3658,5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T14:18:05,192.168.1.186,user_34,GET,/api/products,200,2115,11,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T13:38:51,192.168.1.220,user_37,POST,/api/search,301,2627,11,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T18:05:01,192.168.1.63,user_30,GET,/home,201,2780,13,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T01:38:24,10.0.84.42,user_7,DELETE,/api/../etc/passwd,404,30,341,curl/7.88.1,1
2025-03-01T11:21:36,192.168.1.149,user_45,POST,/api/orders,200,2307,12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T13:32:01,192.168.1.226,user_31,GET,/home,201,1001,6,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T22:41:28,192.168.1.67,user_43,GET,/api/orders,301,432,6,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T07:56:29,192.168.1.75,user_18,GET,/api/search,200,1071,7,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T16:41:17,192.168.1.11,user_43,GET,/api/users,301,4863,5,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T08:20:51,192.168.1.192,user_49,GET,/api/products,200,4333,13,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T13:56:06,192.168.1.167,user_4,GET,/dashboard,304,3417,3,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T13:35:05,192.168.1.46,user_46,GET,/api/search,200,3399,3,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T11:51:22,192.168.1.249,user_21,GET,/api/orders,200,1192,4,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T00:04:00,10.0.207.198,user_1,PUT,/admin/export-all,404,13,472,nikto/2.5.0,1
2025-03-01T00:12:39,10.0.103.42,user_7,POST,/admin/users/delete,401,176865,357,curl/7.88.1,1
2025-03-01T15:50:53,192.168.1.196,user_33,GET,/api/products,200,1678,12,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T19:41:20,192.168.1.99,user_10,GET,/api/products,301,2821,11,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T14:21:44,192.168.1.76,user_27,GET,/api/orders,301,797,2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T10:56:14,192.168.1.47,user_43,POST,/api/orders,201,635,9,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T02:23:17,10.0.53.117,user_1,POST,/admin/export-all,403,370974,137,nikto/2.5.0,1
2025-03-01T23:07:30,10.0.134.14,user_4,PUT,/admin/config,401,46,454,,1
2025-03-01T18:33:49,192.168.1.175,user_39,GET,/home,304,3563,10,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T14:07:29,192.168.1.69,user_25,GET,/api/users,301,1743,13,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T18:47:15,192.168.1.112,user_30,POST,/api/users,301,4344,11,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T07:25:30,192.168.1.247,user_9,GET,/login,200,4666,11,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T13:28:57,192.168.1.148,user_30,POST,/api/products,200,3542,8,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T11:21:53,192.168.1.5,user_39,GET,/api/products,301,2496,14,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T15:58:16,192.168.1.104,user_18,GET,/home,301,1186,14,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T08:00:53,192.168.1.50,user_30,GET,/login,304,4535,7,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T14:21:42,192.168.1.69,user_11,GET,/api/orders,304,1858,14,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T22:32:04,192.168.1.28,user_27,GET,/dashboard,200,2511,3,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T12:27:27,192.168.1.190,user_38,GET,/api/users,301,336,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T16:00:52,192.168.1.111,user_4,POST,/home,200,2715,3,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T16:44:15,192.168.1.78,user_12,GET,/api/search,301,4407,1,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T21:14:31,192.168.1.117,user_25,POST,/dashboard,200,3186,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T17:37:15,192.168.1.140,user_3,GET,/login,301,4411,4,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T20:10:29,192.168.1.147,user_49,GET,/api/orders,200,2090,6,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T10:07:42,192.168.1.68,user_39,POST,/api/users,200,4396,2,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T18:32:40,192.168.1.71,user_18,GET,/login,304,3443,4,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T21:05:57,192.168.1.215,user_26,GET,/api/users,201,4239,13,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T21:50:32,192.168.1.49,user_34,POST,/api/orders,200,3975,6,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T15:18:46,192.168.1.103,user_19,GET,/api/users,201,1009,7,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T19:31:08,192.168.1.251,user_34,GET,/home,301,4351,14,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T16:29:52,192.168.1.33,user_35,GET,/api/products,200,4453,3,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T16:29:51,192.168.1.223,user_42,GET,/api/orders,301,1607,8,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T18:41:21,192.168.1.200,user_7,GET,/api/orders,200,212,4,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T22:42:10,192.168.1.104,user_18,GET,/api/users,200,2729,11,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T01:21:46,10.0.175.193,user_3,DELETE,/api/../etc/passwd,404,48,69,sqlmap/1.7,1
2025-03-01T14:15:43,192.168.1.63,user_25,POST,/api/products,200,3256,8,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T07:13:47,192.168.1.32,user_23,GET,/api/orders,304,867,8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T12:43:11,192.168.1.111,user_44,GET,/dashboard,200,1605,7,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T15:55:23,192.168.1.29,user_15,GET,/login,201,2473,5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T13:03:10,192.168.1.142,user_46,GET,/login,200,1349,6,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T20:22:51,192.168.1.166,user_8,GET,/api/users,301,3577,2,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T21:13:10,192.168.1.34,user_13,GET,/login,200,2562,7,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T05:42:27,10.0.254.103,user_4,POST,/admin/users/delete,403,145428,310,python-requests/2.31.0,1
2025-03-01T04:52:25,10.0.248.53,user_8,POST,/api/../etc/passwd,403,43,170,python-requests/2.31.0,1
2025-03-01T10:23:07,192.168.1.54,user_5,GET,/dashboard,301,534,13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T19:20:46,192.168.1.247,user_12,GET,/api/orders,200,3116,11,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T09:47:51,192.168.1.217,user_45,GET,/api/orders,200,1796,3,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T10:13:36,192.168.1.230,user_4,GET,/home,301,820,13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T21:49:28,192.168.1.71,user_45,POST,/home,200,452,2,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T18:51:55,192.168.1.29,user_21,GET,/api/users,200,4729,11,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T15:01:25,192.168.1.109,user_6,GET,/login,304,4283,10,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T12:57:02,192.168.1.30,user_40,GET,/home,201,4008,2,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T23:53:46,10.0.234.238,user_4,PATCH,/admin/export-all,502,375834,411,sqlmap/1.7,1
2025-03-01T09:03:30,192.168.1.45,user_44,GET,/api/products,200,452,6,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T16:31:01,192.168.1.223,user_8,POST,/dashboard,200,4043,5,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T17:39:32,192.168.1.171,user_9,GET,/home,301,3400,13,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T04:26:32,10.0.19.122,user_4,POST,/api/v1/internal/keys,502,13,120,sqlmap/1.7,1
2025-03-01T09:45:52,192.168.1.213,user_23,GET,/api/users,200,1784,12,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T07:58:51,192.168.1.233,user_13,GET,/dashboard,304,2049,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T11:20:54,192.168.1.56,user_33,GET,/api/orders,201,3344,3,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T14:39:24,192.168.1.145,user_32,POST,/api/search,304,3715,8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T14:58:18,192.168.1.233,user_28,GET,/api/orders,200,1727,2,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T11:23:07,192.168.1.248,user_36,GET,/home,304,1921,3,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T12:09:01,192.168.1.84,user_36,GET,/dashboard,200,3308,7,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
2025-03-01T10:33:56,192.168.1.190,user_27,GET,/api/products,200,1616,13,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T10:15:38,192.168.1.4,user_12,GET,/api/orders,200,4856,3,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
2025-03-01T18:50:18,192.168.1.192,user_21,GET,/login,304,3731,1,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T20:34:03,192.168.1.168,user_30,POST,/home,301,2610,5,Mozilla/5.0 (X11; Linux x86_64),0
2025-03-01T07:55:45,192.168.1.24,user_49,GET,/dashboard,200,4847,1,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T08:37:32,192.168.1.200,user_10,POST,/api/products,200,1562,8,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0),0
2025-03-01T04:54:01,10.0.60.171,user_3,POST,/api/../etc/passwd,403,434793,369,python-requests/2.31.0,1
2025-03-01T13:26:27,192.168.1.170,user_1,GET,/api/users,304,4862,3,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
